Date,DailyVolume,DailyReturn
6/6/2012,1637171800,0.014321681
7/6/2012,1549611000,0.008518102
8/6/2012,2547084200,-0.009419986
11/6/2012,1527709500,0.024391024
12/6/2012,1336823000,-0.004277297
13/6/2012,1417480400,0.008157822
14/6/2012,1313826200,-0.011463954
15/6/2012,2717020800,0.022624947
18/6/2012,1581595100,0.010079635
19/6/2012,1205020200,-0.000573437
20/6/2012,1176157900,0.005262472
21/6/2012,1298230800,-0.013001755
22/6/2012,1080368400,-0.014011859
25/6/2012,1133257000,-0.005142457
26/6/2012,1324221200,0.004465715
27/6/2012,1425576400,0.010278739
28/6/2012,1466323700,-0.00790948
29/6/2012,2039720800,0.021875717
2/7/2012,0,0
3/7/2012,1532735700,0.015125836
4/7/2012,1402212000,-0.001306238
5/7/2012,1268796100,0.005042218
6/7/2012,1763031600,-0.000428602
9/7/2012,1440446900,-0.018815087
10/7/2012,1179214100,-0.001633226
11/7/2012,1642334000,0.001212071
12/7/2012,2017688200,-0.020327622
13/7/2012,1267621700,0.003549072
16/7/2012,1095972800,0.001503668
17/7/2012,1396005600,0.017466884
18/7/2012,1169099100,-0.011074046
19/7/2012,1693489600,0.016588976
20/7/2012,1298960700,0.004179651
23/7/2012,1256215800,-0.029903571
24/7/2012,929872600,-0.00788683
25/7/2012,1332514400,-0.001368506
26/7/2012,1112498900,0.000818918
27/7/2012,1570697800,0.020228452
30/7/2012,1452095200,0.016105841
31/7/2012,1856288400,0.010794273
1/8/2012,1798568800,0.001190612
2/8/2012,1229663600,-0.00656807
3/8/2012,1153392500,-0.001219872
6/8/2012,1437034800,0.016909284
7/8/2012,1411302800,0.00369174
8/8/2012,1239183500,-0.000350292
9/8/2012,1302333500,0.010164261
10/8/2012,1439089700,-0.006578937
13/8/2012,990601400,-0.00271948
14/8/2012,1525964900,0.01047341
15/8/2012,1271710400,-0.011797477
16/8/2012,1058187000,-0.004455344
17/8/2012,1209409600,0.007670264
20/8/2012,1020566200,-0.000586635
21/8/2012,1049001300,-0.0002079
22/8/2012,1032597200,-0.010562667
